url,price,title,description,date,email1,email2,location,address,latitude,longitude,gender_preference,dynata_id1,template1,response1,dynata_id2,template2,response2
https://sfbay.craigslist.org/,1366,$650 Cozy Room,Fully furnished,2025-08-07T13:24:25-0700,300af1d4c142e081cc872eab@hous.craigslist.org,ab0b43eeb2b4cc0b8e3143e9@hous.craigslist.org,oakland,,37.5055,-122.4609,male,100009,temp2,yes,100009,temp2,yes
https://sfbay.craigslist.org/,738,$650 Cozy Room,Close to campus,2025-08-05T17:22:17-0700,10455e735946bcd75da1cd77@hous.craigslist.org,2b6c0b8511a1de70fb700135@hous.craigslist.org,san francisco,,37.4185,-122.3002,male,100000,temp3,pending,100006,temp1,yes
https://sfbay.craigslist.org/,1364,$900 Shared Room,Great location,2025-07-27T09:45:07-0700,80119f5aedfdd8f374ce5974@hous.craigslist.org,56673e54cd3b09edaa8fc78a@hous.craigslist.org,berkeley,,37.5689,-122.443,either,100008,temp1,no,100000,temp2,example
https://sfbay.craigslist.org/,595,$900 Shared Room,Close to campus,2025-08-08T18:45:52-0700,3ba96969637b22cbdf55617c@hous.craigslist.org,f7bd96a71ece504d626c0889@hous.craigslist.org,san francisco,,37.8719,-122.2787,either,100005,temp3,yes,100005,temp1,example
https://sfbay.craigslist.org/,836,$1500 Master Bedroom,Nice place,2025-08-01T01:21:01-0700,448a4542e042e58ae2851d26@hous.craigslist.org,45860deaf55c9eb226ca63d6@hous.craigslist.org,richmond,,37.8935,-122.4448,either,100005,temp2,example,100006,temp3,example
https://sfbay.craigslist.org/,1833,$650 Cozy Room,Fully furnished,2025-07-30T20:50:30-0700,5196938423fe65452df37fb5@hous.craigslist.org,7ba811f2320e1018197cc5c5@hous.craigslist.org,berkeley,,37.7472,-122.2723,either,100001,temp3,no,100000,temp3,example
https://sfbay.craigslist.org/,1336,$650 Cozy Room,Nice place,2025-07-31T20:49:02-0700,e2befeac608eec5a2ba1e1f0@hous.craigslist.org,77cc464c5b3308fa41ebca46@hous.craigslist.org,san francisco,,37.6805,-122.4381,male,100001,temp1,no,100009,temp3,yes
https://sfbay.craigslist.org/,887,$1500 Master Bedroom,Great location,2025-07-26T04:22:45-0700,429ed773b2f318fca20b92ec@hous.craigslist.org,6c94a9c5ebc8e98ad3d229ef@hous.craigslist.org,richmond,,37.4327,-122.4855,male,100009,temp1,yes,100008,temp2,yes
https://sfbay.craigslist.org/,1834,$1200 Private Room,Quiet area,2025-08-04T14:48:33-0700,1726c2cd992a7934ca8ee497@hous.craigslist.org,d7ec2bb57598d2689495e4fd@hous.craigslist.org,san francisco,,37.4079,-122.1541,male,100003,temp1,pending,100008,temp1,yes
https://sfbay.craigslist.org/,1638,$1500 Master Bedroom,Fully furnished,2025-08-03T02:57:16-0700,64ba744f77fc65a181dae8fb@hous.craigslist.org,3e5d1fe85dd7073124343bcb@hous.craigslist.org,san francisco,,37.8668,-122.0723,male,100002,temp3,example,100006,temp1,yes
https://sfbay.craigslist.org/,1017,$1500 Master Bedroom,Nice place,2025-08-01T23:20:12-0700,447f70b212a5a82f0f869d59@hous.craigslist.org,8dfb4a0a687d19772db31b1b@hous.craigslist.org,berkeley,,37.8584,-122.3113,male,100008,temp1,no,100009,temp1,pending
https://sfbay.craigslist.org/,1750,$1500 Master Bedroom,Nice place,2025-07-27T02:01:52-0700,2e0b6d34a0683f961fdb3b6d@hous.craigslist.org,34e051d6ae096e86ceffa34a@hous.craigslist.org,berkeley,,37.611,-122.4023,either,100000,temp3,no,100004,temp1,example
https://sfbay.craigslist.org/,1922,$1500 Master Bedroom,Great location,2025-08-06T12:03:23-0700,73fefb8818451d1676007aaf@hous.craigslist.org,2c148f9dedec7ddceb7c48fd@hous.craigslist.org,richmond,,37.5201,-122.0953,male,100003,temp1,pending,100007,temp3,yes
https://sfbay.craigslist.org/,767,$1200 Private Room,Close to campus,2025-08-03T13:46:10-0700,5f048637ecd4ec2315663c08@hous.craigslist.org,6f2c521913464d81dd00c7eb@hous.craigslist.org,berkeley,,37.5475,-122.2406,either,100001,temp3,yes,100002,temp2,example
https://sfbay.craigslist.org/,1457,$1500 Master Bedroom,Fully furnished,2025-07-31T18:06:53-0700,f0cd4fb72468bbaddfe74e59@hous.craigslist.org,9658ae760034126c0d512665@hous.craigslist.org,richmond,,37.5703,-122.4571,either,100006,temp2,pending,100007,temp1,pending
https://sfbay.craigslist.org/,561,$900 Shared Room,Close to campus,2025-08-04T04:40:22-0700,e514fd0665e33ac993683009@hous.craigslist.org,b01f94ec4c73ad80de21faf8@hous.craigslist.org,richmond,,37.4785,-122.4446,male,100007,temp2,pending,100008,temp3,yes
https://sfbay.craigslist.org/,766,$1200 Private Room,Quiet area,2025-08-01T17:17:10-0700,c3ed51d9173df311ab48f760@hous.craigslist.org,770c30045b5a8c824b58806b@hous.craigslist.org,san francisco,,37.4383,-122.4474,female,100006,temp2,pending,100003,temp1,example
https://sfbay.craigslist.org/,591,$1500 Master Bedroom,Nice place,2025-07-27T23:15:37-0700,550570ab8f51b2d9c77cabe2@hous.craigslist.org,0b64cfda4d5764580eaa668f@hous.craigslist.org,oakland,,37.5,-122.492,either,100003,temp1,example,100008,temp1,yes
https://sfbay.craigslist.org/,1860,$1200 Private Room,Close to campus,2025-07-26T15:08:04-0700,27f43800dbfa4add4e3a8061@hous.craigslist.org,95683ebf4086cc6594ba8125@hous.craigslist.org,berkeley,,37.5163,-122.1918,either,100003,temp2,no,100001,temp3,pending
https://sfbay.craigslist.org/,662,$650 Cozy Room,Close to campus,2025-07-31T18:09:29-0700,ecda8395fe46294ea7fd284d@hous.craigslist.org,4530f1a7bd4cdb378db5e5dc@hous.craigslist.org,oakland,,37.5516,-122.2118,male,100003,temp1,example,100009,temp2,yes
https://sfbay.craigslist.org/,1273,$1200 Private Room,Fully furnished,2025-08-02T15:23:23-0700,25676a07683c5e1103bc1cda@hous.craigslist.org,251899f1430a803d0e852155@hous.craigslist.org,richmond,,37.8633,-122.1322,either,100005,temp2,yes,100006,temp2,yes
https://sfbay.craigslist.org/,1739,$1500 Master Bedroom,Close to campus,2025-07-30T09:00:29-0700,397a6480382d07ee940e085b@hous.craigslist.org,46fc580e97ab5245cf5dc917@hous.craigslist.org,oakland,,37.5005,-122.125,either,100002,temp2,pending,100004,temp2,yes
https://sfbay.craigslist.org/,1100,$650 Cozy Room,Fully furnished,2025-07-27T10:04:35-0700,bad16ae946ad6029e163f4ff@hous.craigslist.org,df03976a7078ab296d14724a@hous.craigslist.org,san francisco,,37.4083,-122.3199,either,100002,temp3,example,100001,temp3,pending
https://sfbay.craigslist.org/,1492,$1500 Master Bedroom,Great location,2025-08-07T02:57:45-0700,f99145b0357865a1b7991891@hous.craigslist.org,2dc95b9a8f0e549448416fd3@hous.craigslist.org,berkeley,,37.722,-122.3115,male,100003,temp3,pending,100009,temp3,pending
https://sfbay.craigslist.org/,1030,$650 Cozy Room,Quiet area,2025-07-27T04:03:19-0700,b585bf793aa279ff4623d021@hous.craigslist.org,c97113c4653e9b95171509f7@hous.craigslist.org,oakland,,37.824,-122.0328,either,100003,temp3,yes,100003,temp1,pending
https://sfbay.craigslist.org/,1850,$1200 Private Room,Nice place,2025-08-03T14:16:57-0700,f49602e5d70c636751cc5ecd@hous.craigslist.org,55a5349c9078b9ca943940ad@hous.craigslist.org,richmond,,37.5513,-122.2019,either,100006,temp3,pending,100004,temp3,yes
https://sfbay.craigslist.org/,1063,$1500 Master Bedroom,Quiet area,2025-07-26T04:22:08-0700,bb48d3915b3095ecf5720507@hous.craigslist.org,62b72746d4b75a1fa34be6bb@hous.craigslist.org,san francisco,,37.5818,-122.2278,female,100007,temp3,yes,100006,temp1,example
https://sfbay.craigslist.org/,1100,$1500 Master Bedroom,Close to campus,2025-08-04T17:51:23-0700,529f2db7dde793dfc3be080b@hous.craigslist.org,e052b595df4730c90a3bbb2b@hous.craigslist.org,berkeley,,37.5814,-122.3332,female,100000,temp1,no,100008,temp2,yes
https://sfbay.craigslist.org/,955,$1500 Master Bedroom,Nice place,2025-08-07T04:29:47-0700,c5e71257238c90f592371ca2@hous.craigslist.org,cc05a595d35c962e0987e790@hous.craigslist.org,san francisco,,37.8226,-122.1827,either,100001,temp3,no,100006,temp1,no
https://sfbay.craigslist.org/,673,$900 Shared Room,Great location,2025-08-02T00:23:21-0700,9025129850385555d5978233@hous.craigslist.org,9482db72900fb8d26beed53d@hous.craigslist.org,san francisco,,37.8646,-122.0204,male,100009,temp1,pending,100000,temp3,pending
https://sfbay.craigslist.org/,512,$1500 Master Bedroom,Quiet area,2025-07-30T12:53:05-0700,bf50a0d2808a6e1ff82e941c@hous.craigslist.org,5a85bec0fa4999b114c66055@hous.craigslist.org,richmond,,37.4657,-122.0212,either,100000,temp1,no,100005,temp2,yes
https://sfbay.craigslist.org/,1889,$900 Shared Room,Fully furnished,2025-08-04T00:17:32-0700,0e16dc2d679d7d5652c934dc@hous.craigslist.org,a9803ba0e4df124eeef0faaa@hous.craigslist.org,san francisco,,37.506,-122.264,male,100003,temp1,pending,100000,temp1,example
https://sfbay.craigslist.org/,1184,$900 Shared Room,Nice place,2025-07-27T00:29:50-0700,46cf6533de3bb43a987d1b93@hous.craigslist.org,e162cc058672ff4b01296ce9@hous.craigslist.org,san francisco,,37.4227,-122.2169,male,100007,temp1,pending,100005,temp2,yes
https://sfbay.craigslist.org/,1543,$1500 Master Bedroom,Great location,2025-08-07T14:12:30-0700,0eccd586152ed52cadac88e6@hous.craigslist.org,4d72af3fb52503fa77d9c929@hous.craigslist.org,berkeley,,37.7613,-122.1559,male,100002,temp2,no,100007,temp2,no
https://sfbay.craigslist.org/,917,$1500 Master Bedroom,Close to campus,2025-08-02T08:26:12-0700,50c1117c39cee874dc01405c@hous.craigslist.org,6ab0ba78c6e936a6277bc687@hous.craigslist.org,san francisco,,37.5659,-122.4227,either,100005,temp3,example,100004,temp3,yes
https://sfbay.craigslist.org/,710,$900 Shared Room,Nice place,2025-08-03T15:07:12-0700,c8a0c4d8087bcbb9f3b8883c@hous.craigslist.org,234c4e7fb84865ba8c4f0561@hous.craigslist.org,berkeley,,37.4566,-122.2863,male,100000,temp2,no,100000,temp1,example
https://sfbay.craigslist.org/,1288,$900 Shared Room,Quiet area,2025-08-02T15:25:52-0700,1934c9802212db5266dbfd7f@hous.craigslist.org,1cb8f76c17280dd5b5c550ab@hous.craigslist.org,berkeley,,37.6384,-122.203,either,100002,temp1,no,100002,temp2,no
https://sfbay.craigslist.org/,657,$650 Cozy Room,Great location,2025-08-08T15:09:50-0700,cc555e0f65ec8a62a7482782@hous.craigslist.org,50c929cd3dc52771f47c64db@hous.craigslist.org,berkeley,,37.5814,-122.1106,female,100001,temp1,no,100003,temp2,no
https://sfbay.craigslist.org/,633,$1200 Private Room,Great location,2025-07-26T11:15:16-0700,dd8db3a91abe9692f0fc4f82@hous.craigslist.org,26a617ac4b49dd4c59293261@hous.craigslist.org,oakland,,37.5695,-122.3198,female,100008,temp1,pending,100001,temp1,no
https://sfbay.craigslist.org/,653,$1200 Private Room,Great location,2025-08-05T18:06:51-0700,ba6e76811ceb3fb519961899@hous.craigslist.org,1fe034123fb0189a9a652cb0@hous.craigslist.org,richmond,,37.8269,-122.3885,female,100009,temp3,yes,100009,temp2,pending
https://sfbay.craigslist.org/,1452,$650 Cozy Room,Nice place,2025-07-28T03:56:41-0700,886dff9151eac14fa308f01a@hous.craigslist.org,794e4bb0e5724e7b8f6cf015@hous.craigslist.org,oakland,,37.8828,-122.2816,male,100007,temp3,pending,100008,temp1,no
https://sfbay.craigslist.org/,1762,$1200 Private Room,Quiet area,2025-08-05T11:31:26-0700,a881f64e5997443a5d563ddd@hous.craigslist.org,49ffee7b190f709f81f2c0e4@hous.craigslist.org,richmond,,37.7171,-122.149,either,100001,temp1,yes,100009,temp1,yes
https://sfbay.craigslist.org/,712,$1500 Master Bedroom,Great location,2025-08-03T03:37:48-0700,42647d62b79f618460962e4e@hous.craigslist.org,884a8aa6725fc302030a8090@hous.craigslist.org,oakland,,37.6016,-122.3409,either,100009,temp2,no,100006,temp1,no
https://sfbay.craigslist.org/,1793,$1500 Master Bedroom,Quiet area,2025-08-08T20:07:50-0700,cfbaa6c3293a5946c4dd7560@hous.craigslist.org,eabca97b8bcecb78db6014d0@hous.craigslist.org,san francisco,,37.7168,-122.2746,either,100008,temp1,example,100001,temp1,no
https://sfbay.craigslist.org/,564,$650 Cozy Room,Quiet area,2025-07-31T17:37:07-0700,93a2eb3226df8acb5cedb541@hous.craigslist.org,6098ed759b63cd5013efb0df@hous.craigslist.org,berkeley,,37.6247,-122.0553,male,100009,temp2,pending,100009,temp2,example
https://sfbay.craigslist.org/,734,$1200 Private Room,Quiet area,2025-08-01T06:46:08-0700,fb4f6bfaf1682032be387b80@hous.craigslist.org,6ffd6190bcf03e4798e7088a@hous.craigslist.org,berkeley,,37.4347,-122.4524,female,100006,temp3,example,100000,temp2,example
https://sfbay.craigslist.org/,663,$900 Shared Room,Fully furnished,2025-08-04T01:42:49-0700,05179bf3aaabf50cd8f8987e@hous.craigslist.org,6b9bf36ecc1c768901b2349f@hous.craigslist.org,richmond,,37.5129,-122.3681,female,100005,temp3,yes,100006,temp2,no
https://sfbay.craigslist.org/,653,$1500 Master Bedroom,Nice place,2025-07-29T00:28:40-0700,4101f762f9547bc8013d0b04@hous.craigslist.org,93b1bba1e12fb2fd00f1fa08@hous.craigslist.org,oakland,,37.547,-122.2987,male,100003,temp2,pending,100001,temp3,pending
https://sfbay.craigslist.org/,1823,$1200 Private Room,Nice place,2025-07-29T04:11:37-0700,aaebbd350b58ed6fe35b251e@hous.craigslist.org,8dfbc8ca1fceb473931db739@hous.craigslist.org,oakland,,37.6626,-122.4163,either,100001,temp1,yes,100000,temp2,example
https://sfbay.craigslist.org/,1218,$900 Shared Room,Fully furnished,2025-07-30T13:15:48-0700,17ef24771e24c0d9fa350db8@hous.craigslist.org,0be42898c8ff39ed357b636f@hous.craigslist.org,berkeley,,37.8847,-122.2505,male,100007,temp1,pending,100007,temp3,no
https://sfbay.craigslist.org/,1777,$1200 Private Room,Quiet area,2025-08-02T10:29:42-0700,be1d7b1af7ac8629295c508e@hous.craigslist.org,a8d4008883c086c6e0dee81c@hous.craigslist.org,richmond,,37.448,-122.2367,male,100008,temp2,example,100004,temp2,example
https://sfbay.craigslist.org/,1361,$1500 Master Bedroom,Fully furnished,2025-07-26T20:20:57-0700,a6bc863f388a7c41627be9b3@hous.craigslist.org,7357b3255229c84c45863dbc@hous.craigslist.org,berkeley,,37.6599,-122.3764,either,100006,temp2,yes,100007,temp3,pending
https://sfbay.craigslist.org/,749,$900 Shared Room,Fully furnished,2025-08-02T06:42:03-0700,772747304c74c521e491405b@hous.craigslist.org,00a13ae483a8915e9f72f50b@hous.craigslist.org,oakland,,37.5759,-122.1404,female,100006,temp2,no,100000,temp2,example
https://sfbay.craigslist.org/,1821,$1500 Master Bedroom,Fully furnished,2025-08-02T22:03:28-0700,43862cf9f30a7cbb816965d8@hous.craigslist.org,c860b3b7b6378f5093de1edc@hous.craigslist.org,oakland,,37.443,-122.4879,male,100006,temp1,no,100001,temp1,no
https://sfbay.craigslist.org/,1335,$650 Cozy Room,Quiet area,2025-07-28T23:22:58-0700,2dd72f8761473c2b1a2a7e70@hous.craigslist.org,f7ce2d23e3283894a0d8ad7f@hous.craigslist.org,berkeley,,37.5178,-122.4635,male,100000,temp3,yes,100005,temp2,yes
https://sfbay.craigslist.org/,1754,$650 Cozy Room,Great location,2025-08-02T04:42:49-0700,eaa240e79aa6627452a6500c@hous.craigslist.org,189fd0ad3d58639a57bccaf4@hous.craigslist.org,oakland,,37.899,-122.4351,female,100006,temp2,yes,100009,temp3,yes
https://sfbay.craigslist.org/,1613,$1200 Private Room,Fully furnished,2025-08-06T12:59:47-0700,871ef27d8f2bf091b872e2b5@hous.craigslist.org,6ad169a7e3e9a70a01d0424a@hous.craigslist.org,san francisco,,37.8686,-122.045,female,100001,temp2,no,100004,temp1,example
https://sfbay.craigslist.org/,1375,$650 Cozy Room,Nice place,2025-08-03T14:07:50-0700,98e92056e919d8e4e96e3aee@hous.craigslist.org,e46ae4771aaaf4203b8291e6@hous.craigslist.org,san francisco,,37.8345,-122.4364,male,100009,temp1,no,100006,temp3,yes
https://sfbay.craigslist.org/,1840,$650 Cozy Room,Close to campus,2025-08-05T18:26:56-0700,73a5a5ee47f53fb12dff7048@hous.craigslist.org,cf6f04193ca88a362623fd7a@hous.craigslist.org,oakland,,37.5905,-122.0011,either,100003,temp1,no,100001,temp3,pending
https://sfbay.craigslist.org/,1580,$650 Cozy Room,Great location,2025-08-02T19:05:40-0700,2fd38f69df95190b2bf1d6d7@hous.craigslist.org,98d84436fb02c18dc1c0651b@hous.craigslist.org,berkeley,,37.8169,-122.488,either,100008,temp1,no,100001,temp3,pending
https://sfbay.craigslist.org/,761,$1500 Master Bedroom,Great location,2025-07-29T10:40:55-0700,b88339a5f1017e1cc688b83f@hous.craigslist.org,401239bef38370ffcc759d23@hous.craigslist.org,san francisco,,37.4497,-122.3576,either,100006,temp2,example,100005,temp2,pending
https://sfbay.craigslist.org/,1090,$900 Shared Room,Great location,2025-08-07T03:51:49-0700,84cd76a8926a7ad93527eb57@hous.craigslist.org,10e795bfb65f2e4265f8086f@hous.craigslist.org,berkeley,,37.8746,-122.1864,either,100003,temp1,pending,100002,temp1,no
https://sfbay.craigslist.org/,810,$1500 Master Bedroom,Close to campus,2025-08-06T18:05:06-0700,ed8975ab2dc0e03414cede16@hous.craigslist.org,0f1bb86e9f4b1fb5561610de@hous.craigslist.org,oakland,,37.8449,-122.1086,either,100004,temp3,example,100007,temp2,example
https://sfbay.craigslist.org/,1405,$1500 Master Bedroom,Fully furnished,2025-07-30T01:59:20-0700,e5f7e03cd493f3a56b586242@hous.craigslist.org,fdc27d68fd59aa9b01ced6de@hous.craigslist.org,berkeley,,37.8065,-122.3111,female,100006,temp1,example,100006,temp1,yes
https://sfbay.craigslist.org/,1978,$1500 Master Bedroom,Nice place,2025-07-26T19:43:21-0700,3c56d3ef2aede41eb92182da@hous.craigslist.org,10f2bd90df34f69bc71dc315@hous.craigslist.org,oakland,,37.4295,-122.2533,female,100001,temp2,example,100008,temp1,yes
https://sfbay.craigslist.org/,1726,$1500 Master Bedroom,Nice place,2025-07-30T07:37:03-0700,662f4f5279bb506c5c19a0c6@hous.craigslist.org,1520e0e8423f4c2d352e1885@hous.craigslist.org,oakland,,37.4821,-122.1425,female,100005,temp1,example,100009,temp2,no
https://sfbay.craigslist.org/,637,$650 Cozy Room,Quiet area,2025-08-06T06:49:58-0700,db1b33b48fade805f6824d3b@hous.craigslist.org,dc3c2403739538dadd83c1ab@hous.craigslist.org,berkeley,,37.4685,-122.0964,female,100002,temp3,pending,100007,temp2,example
https://sfbay.craigslist.org/,993,$1500 Master Bedroom,Fully furnished,2025-08-07T14:02:12-0700,5f7fb3dc4ec015eb84c776f0@hous.craigslist.org,388df89dfd3f882ae44095ea@hous.craigslist.org,berkeley,,37.8316,-122.0362,male,100008,temp3,pending,100001,temp2,no
https://sfbay.craigslist.org/,712,$650 Cozy Room,Quiet area,2025-07-26T22:18:56-0700,8c57c07a4ab29d3a77f58392@hous.craigslist.org,9074b725b1ed2c57aeff3531@hous.craigslist.org,berkeley,,37.859,-122.4087,either,100007,temp1,example,100008,temp3,yes
https://sfbay.craigslist.org/,945,$900 Shared Room,Fully furnished,2025-07-27T08:58:59-0700,e49755e0ee307ed9e1bff627@hous.craigslist.org,4c93c39044ef925e2dde8241@hous.craigslist.org,richmond,,37.6934,-122.3139,female,100002,temp3,yes,100000,temp2,yes
https://sfbay.craigslist.org/,825,$1500 Master Bedroom,Fully furnished,2025-07-31T12:15:28-0700,4b8e1ca613007eff4e986820@hous.craigslist.org,690a28899d96cf99e661cac8@hous.craigslist.org,san francisco,,37.5538,-122.4077,either,100005,temp2,yes,100000,temp3,no
https://sfbay.craigslist.org/,1266,$650 Cozy Room,Fully furnished,2025-07-28T12:33:02-0700,b20d101d80f80fe4732f49a8@hous.craigslist.org,cdf2a30bd1aeb0cce41e9c02@hous.craigslist.org,berkeley,,37.6325,-122.4587,male,100002,temp3,yes,100008,temp3,pending
https://sfbay.craigslist.org/,1153,$1200 Private Room,Great location,2025-08-03T13:58:50-0700,4a440a05b6826579bc067ba9@hous.craigslist.org,5e23701a71a3f046aee01eab@hous.craigslist.org,berkeley,,37.6656,-122.3019,either,100000,temp1,yes,100002,temp1,no
https://sfbay.craigslist.org/,1062,$900 Shared Room,Fully furnished,2025-08-06T22:28:23-0700,d77521bfc94809b850a9e487@hous.craigslist.org,0bdee27d6f16056e4384e0a0@hous.craigslist.org,oakland,,37.5374,-122.2688,male,100007,temp2,yes,100006,temp1,no
https://sfbay.craigslist.org/,952,$650 Cozy Room,Great location,2025-07-30T22:11:04-0700,734f08aff115d54ea7942fd9@hous.craigslist.org,fef4a3cf09a921d8c37bd93c@hous.craigslist.org,oakland,,37.7834,-122.0078,female,100000,temp3,pending,100005,temp2,no
https://sfbay.craigslist.org/,1071,$900 Shared Room,Quiet area,2025-08-05T03:50:46-0700,444422d06e8c70a7644b300d@hous.craigslist.org,ad32b30a3c449a3602d815d1@hous.craigslist.org,oakland,,37.5614,-122.3535,either,100006,temp1,pending,100009,temp2,no
https://sfbay.craigslist.org/,995,$1200 Private Room,Fully furnished,2025-08-03T23:21:06-0700,b3f8c19aa4797b0e5b642a15@hous.craigslist.org,e076f5240bce76bc0f86db4b@hous.craigslist.org,richmond,,37.7763,-122.1215,female,100009,temp2,pending,100007,temp2,pending
https://sfbay.craigslist.org/,1063,$650 Cozy Room,Close to campus,2025-07-28T18:59:50-0700,edffe9c411e55ce04ade3e55@hous.craigslist.org,903cfc7ff71c2c8a9fede664@hous.craigslist.org,san francisco,,37.6494,-122.2153,male,100004,temp1,no,100009,temp3,no
https://sfbay.craigslist.org/,1316,$650 Cozy Room,Quiet area,2025-08-03T02:26:47-0700,e972b612d6c87d5c9ee5588c@hous.craigslist.org,edd61b8a6b111b33ea085143@hous.craigslist.org,richmond,,37.8961,-122.3741,female,100005,temp3,example,100000,temp2,no
https://sfbay.craigslist.org/,1489,$900 Shared Room,Quiet area,2025-07-30T19:22:35-0700,de2e1991f91cb0e8142c66d2@hous.craigslist.org,f2be33cc6673c99466e817ec@hous.craigslist.org,san francisco,,37.7634,-122.0854,female,100005,temp2,example,100008,temp2,pending
https://sfbay.craigslist.org/,1327,$650 Cozy Room,Fully furnished,2025-07-31T23:30:45-0700,696a5d5eff6f2dd27bdf1519@hous.craigslist.org,a4581e30b4ef8bc5f60ccedb@hous.craigslist.org,oakland,,37.5639,-122.2267,male,100006,temp2,example,100000,temp3,yes
https://sfbay.craigslist.org/,1932,$900 Shared Room,Quiet area,2025-08-07T16:13:57-0700,5dfdfd9e38c40667a9f3997f@hous.craigslist.org,2efbbb2bc27314db47189cfc@hous.craigslist.org,san francisco,,37.627,-122.1094,male,100002,temp2,yes,100001,temp2,example
https://sfbay.craigslist.org/,1298,$650 Cozy Room,Nice place,2025-07-29T11:44:15-0700,0ed4f1463f87c6dca37629ff@hous.craigslist.org,dde0e8dfc8170155010d07bc@hous.craigslist.org,berkeley,,37.4814,-122.3952,female,100000,temp3,example,100009,temp3,example
https://sfbay.craigslist.org/,930,$650 Cozy Room,Great location,2025-07-31T17:24:09-0700,eb1a607f9707e9b4019e4fcd@hous.craigslist.org,3cc56a674f0cc8956c8bc1e4@hous.craigslist.org,san francisco,,37.711,-122.4858,either,100006,temp2,yes,100003,temp2,yes
https://sfbay.craigslist.org/,595,$1500 Master Bedroom,Great location,2025-08-06T19:07:19-0700,cbfd0b9108176a18ef294b17@hous.craigslist.org,3c26c455e3de5e51329e8ffc@hous.craigslist.org,berkeley,,37.774,-122.1001,male,100002,temp1,no,100006,temp1,yes
https://sfbay.craigslist.org/,987,$1200 Private Room,Fully furnished,2025-07-31T00:25:35-0700,31f4731d32be68f8e61244f2@hous.craigslist.org,bf49cd1b2e7e09b72099d7da@hous.craigslist.org,san francisco,,37.6628,-122.11,male,100002,temp3,yes,100000,temp3,example
